# Diccionario ingles-espanol ordenado por frecuencia de uso.
# Formato: rank|en|lemma|pos|es|es_alt|cefr|hint
# Frecuencia: OpenSubtitles 2018. Traducciones: Wiktionary (CC BY-SA).
8900|greatness|greatness|noun|altivez|grandeza|C1|Pride; haughtiness
8903|decency|decency|noun|decencia|-|C1|quality of being decent
8906|reactor|reactor|noun|reactor|-|C1|-
8907|buckle|buckle|noun|hebilla|-|C1|belt clasp
8908|vanity|vanity|noun|cómoda|-|C1|dressing table
8914|alleged|alleged|adj|supuesto|-|C1|asserted
8919|cuckoo|cuckoo|noun|cuco|cuclillo|C1|the bird
8920|crib|crib|noun|cuna|-|C1|a baby’s bed with high sides
8921|yogurt|yogurt|noun|yogur|-|C1|-
8928|muffin|muffin|noun|muffin|-|C1|individual cake
8930|tailor|tailor|noun|anjora|sastre|C1|fish
8931|chimney|chimney|noun|chimenea|-|C1|-
8934|packet|packet|noun|paquete|-|C1|small pack
8935|homemade|homemade|adj|hecho en casa|-|C1|made at home
8940|blouse|blouse|noun|blusa|-|C1|-
8941|kite|kite|noun|cometa|barrilete;cachirulo;chichigua|C1|flying toy on string
8944|rhyme|rhyme|verb|rimar|-|C1|put words together
8947|equation|equation|noun|ecuación|-|C1|assertion
8948|transmitter|transmitter|noun|transmisor|-|C1|electronic device
8950|lime|lime|noun|lima|-|C1|a green citrus fruit
8952|remorse|remorse|noun|remordimiento|compunción|C1|-
8958|gem|gem|noun|joya|alhaja;piedra preciosa|C1|precious stone
8961|courageous|courageous|adj|valeroso|valiente;corajudo|C1|of a person, displaying or possessing courage
8962|determination|determination|noun|ahínco|-|C1|-
8963|beaver|beaver|noun|castor|-|C1|aquatic mammal
8967|testament|testament|noun|testamento|-|C1|part of the Bible
8968|apocalypse|apocalypse|noun|apocalipsis|-|C1|end of the world
8969|phew|phew|interj|¡fíu!|¡menos mal!|C1|Used to show relief, fatigue, surprise, or disgust
8976|abort|abort|noun|aborto|-|C1|A miscarriage
8977|heap|heap|noun|montículo|-|C1|data structure consisting of trees
8978|ketchup|ketchup|noun|kétchup|ketchup|C1|tomato-vinegar based sauce
8984|hog|hog|noun|rácano|-|C1|greedy person
8988|catastrophe|catastrophe|noun|catástrofe|-|C1|Ancient Greek tragedies: the solution of the plot
9000|moreover|moreover|adv|además|adicionalmente|C1|in addition to what has been said
9002|fascist|fascist|adj|fascista|facha|C1|of or relating to fascism
9005|colt|colt|noun|potranco|potro|C1|young male horse
9008|truce|truce|noun|tregua|-|C1|-
9009|plaza|plaza|noun|plaza|-|C1|a towns' public square
9010|bronze|bronze|noun|bronce|-|C1|alloy
9012|airline|airline|noun|aerolínea|-|C1|company that flies airplanes
9014|incapable|incapable|adj|incapaz|-|C1|not being capable
9019|vatican|vatican|adj|vaticano|-|C1|-
9020|surround|surround|verb|rodear|cercar|C1|-
9024|consolation|consolation|noun|consolación|consuelo|C1|act of consoling
9025|gutter|gutter|noun|medianil|-|C1|space between columns in text
9027|astonishing|astonishing|adj|asombroso|sorprendente|C1|causing astonishment
9028|broker|broker|noun|corredor|intermediario|C1|mediator between a buyer and seller
9029|seizure|seizure|noun|apropiación|-|C1|-
9030|fright|fright|noun|susto|-|C1|-
9035|berry|berry|noun|baya|-|C1|small fruit
9038|verge|verge|noun|arcén|-|C1|edge or border
9040|contribute|contribute|verb|contribuir|-|C1|-
9041|jewellery|jewellery|noun|joyería|joyas;alhajas|C1|personal ornamentation
9043|erotic|erotic|adj|erótico|-|C1|tending to arouse sexual desire
9049|disk|disk|noun|disco|-|C1|a thin, flat, circular plate
9052|obstacle|obstacle|noun|obstáculo|-|C1|-
9053|ale|ale|noun|cerveza inglesa|ale;cerveza ale|C1|intoxicating liquor
9054|coral|coral|noun|coral|-|C1|colony
9055|hamburger|hamburger|noun|hamburguesa|-|C1|sandwich
9056|biscuit|biscuit|noun|galleta|-|C1|cookie
9057|redemption|redemption|noun|redención|-|C1|the act of redeeming or something redeemed
9058|thug|thug|noun|matón|-|C1|a criminal who treats others violently or roughly
9061|disgust|disgust|noun|repugnancia|asco;desazón;repulsa|C1|an intense dislike or repugnance
9064|arise|arise|verb|surgir|levantarse|C1|get up, stand up
9071|plasma|plasma|noun|plasma|-|C1|component of blood
9073|scram|scram|verb|irse|retirarse;marcharse|C1|go away
9075|conductor|conductor|noun|conductor|-|C1|-
9077|gender|gender|noun|sexo|género|C1|biological sex of persons or animals
9079|cocky|cocky|adj|arrogante|pedante|C1|overly self-confident and boastful
9082|poo|poo|noun|caca|-|C1|faecal matter
9084|brute|brute|adj|bruto|-|C1|of humans
9086|telly|telly|noun|tele|-|C1|Television
9089|psychopath|psychopath|noun|psicópata|-|C1|-
9093|bind|bind|verb|atar|empastar|C1|-
9095|crust|crust|noun|costra|-|C1|any solid, hard surface layer
9098|bundle|bundle|verb|abrigarse|-|C1|intransitive: to dress warmly
9101|encouraging|encouraging|adj|alentador|esperanzador|C1|giving courage, confidence or hope
9103|polo|polo|noun|polo|-|C1|ball game
9106|meteor|meteor|noun|meteoro|-|C1|streak of light
9110|starboard|starboard|noun|estribor|-|C1|right hand side of a vessel
9111|chauffeur|chauffeur|noun|chófer|chofer|C1|a person employed to drive a motor car
9112|download|download|noun|descarga|transferencia directa|C1|file transfer to the local computer
9113|garrison|garrison|noun|guarnición|-|C1|post
9115|heated|heated|adj|acalorado|-|C1|very agitated, angry or impassioned
9118|postcard|postcard|noun|tarjeta postal|postal|C1|-
9120|convert|convert|verb|convertir|-|C1|become converted
9123|sissy|sissy|noun|afeminado|-|C1|an effeminate boy or man
9124|reef|reef|noun|arrecife|-|C1|rocks at or near surface of the water
9125|treasury|treasury|noun|tesoro|-|C1|a collection or artistic or literary works
9126|calmly|calmly|adv|tranquilamente|-|C1|in a calm manner
9127|mathematics|mathematics|noun|matemáticas|-|C1|field of study
9128|ar|ar|noun|erre|-|C1|name of the letter R, r
9130|shameful|shameful|adj|vergonzoso|-|C1|causing or meriting shame or disgrace
9131|abbey|abbey|noun|abadía|-|C1|monastery headed by an abbot
9132|strategic|strategic|adj|estratégico|-|C1|of or pertaining to strategy
9134|payroll|payroll|noun|nómina|planilla;plantilla|C1|-
9136|immense|immense|adj|inmenso|-|C1|huge, gigantic, very large
9137|heartless|heartless|adj|cruel|desalmado|C1|without feeling
9141|protector|protector|noun|protector|protectora|C1|someone who protects or guards
9144|raging|raging|adj|enyegüecido|durisimo;piedra;enfurecido|C1|erection
9146|mop|mop|noun|chascona|coleto;fregona;lampazo|C1|implement for washing floors
9147|sol|sol|noun|sol|-|C1|-
9148|atom|atom|noun|átomo|-|C1|historical: theoretical particle of matter
9150|unload|unload|verb|descargar|-|C1|take off or remove the load from something
9155|stinky|stinky|adj|hediondo|fétido|C1|having a strong, unpleasant smell
9158|regional|regional|adj|regional|-|C1|pertaining to a specific region
9161|secrecy|secrecy|noun|secreto|-|C1|-
9163|rigged|rigged|adj|amañado|-|C1|pre-arranged
9164|thesis|thesis|noun|tesis|-|C1|statement supported by arguments
9171|leverage|leverage|noun|influencia|-|C1|-
9173|weary|weary|adj|cansado|-|C1|-
9175|rue|rue|noun|ruda|-|C1|any of various perennial shrubs
9177|employ|employ|verb|contratar|emplear|C1|to give someone work
9178|provoke|provoke|verb|provocar|-|C1|to cause to become angry
9179|stool|stool|noun|taburete|silla|C1|a seat
9180|postpone|postpone|verb|aplazar|postergar;atrasar;perecear|C1|to delay or put off an event
9181|extensive|extensive|adj|extenso|-|C1|wide
9182|beau|beau|noun|novio|-|C1|boyfriend
9184|optimistic|optimistic|adj|optimista|-|C1|expecting a good outcome
9185|lotus|lotus|noun|loto|-|C1|flower
9188|skate|skate|noun|patín|-|C1|-
9189|maze|maze|noun|laberinto|-|C1|Puzzle to get through
9192|fireplace|fireplace|noun|chimenea|-|C1|an open hearth for holding a fire
9195|beetle|beetle|noun|escarabajo|-|C1|insect
9200|skating|skating|noun|patinaje|-|C1|-
9201|pupil|pupil|noun|pupila|-|C1|-
9204|hostess|hostess|noun|azafata|-|C1|stewardess
9206|sneaky|sneaky|adj|escurridizo|-|C1|-
9212|mixture|mixture|noun|mezcla|-|C1|-
9217|liberation|liberation|noun|liberación|-|C1|-
9222|reindeer|reindeer|noun|reno|rangífero|C1|-
9223|shampoo|shampoo|noun|champú|-|C1|product for washing the hair or other fibres
9227|overhead|overhead|adj|gastos generales|-|C1|-
9228|disturbance|disturbance|noun|disturbio|estorbo;perturbación|C1|act of disturbing, being disturbed
9231|crank|crank|noun|cascarrabias|maniático|C1|ill-tempered or nasty person
9232|crocodile|crocodile|noun|cocodrilo|-|C1|reptile
9236|motivation|motivation|noun|motivación|-|C1|Willingness of action especially in behavior
9239|mist|mist|noun|niebla|neblina|C1|Water or other liquid finely suspended in air
9242|sculpture|sculpture|noun|escultura|-|C1|art of sculpting
9244|adrenaline|adrenaline|noun|adrenalina|-|C1|the compound epinephrine
9248|convoy|convoy|noun|caravana|-|C1|-
9251|merit|merit|noun|mérito|-|C1|Something worthy of a high rating
9252|cutter|cutter|noun|trineo|-|C1|sleigh
9253|stressful|stressful|adj|irritante|estresoso|C1|irritating; causing stress
9255|bikini|bikini|noun|biquini|-|C1|bathing suit
9258|soy|soy|noun|soja|-|C1|-
9260|salty|salty|adj|salado|-|C1|tasting of salt
9261|elf|elf|noun|elfo|duende|C1|a mythical being
9265|contractor|contractor|noun|contratista|-|C1|-
9266|rodeo|rodeo|noun|jaripeo|rodeo|C1|sport
9268|playboy|playboy|noun|golfo|mujeriego|C1|unemployed man who devotes himself to pleasure
9269|arch|arch|noun|arco|-|C1|architectural element
9272|scanner|scanner|noun|explorador|-|C1|-
9275|bathe|bathe|verb|bañarse|-|C1|to clean oneself
9276|cardiac|cardiac|adj|cardiaco|cardíaco|C1|pertaining to the heart
9279|velvet|velvet|noun|terciopelo|-|C1|fabric
9281|stem|stem|noun|raíz|-|C1|linguistics: main part of a word
9284|warfare|warfare|noun|guerra|-|C1|-
9286|filter|filter|noun|filtro|-|C1|-
9292|disc|disc|noun|disco|-|C1|a thin, flat, circular plate
9293|percentage|percentage|noun|porcentaje|-|C1|part of a whole
9294|bravery|bravery|noun|valor|-|C1|being brave
9296|diaper|diaper|noun|pañal|-|C1|-
9306|morality|morality|noun|moralidad|-|C1|-
9313|cradle|cradle|noun|cuna|-|C1|oscillating bed for a baby
9314|leopard|leopard|noun|leopardo|-|C1|-
9320|magnet|magnet|noun|imán|-|C1|-
9322|vaccine|vaccine|noun|vacuna|-|C1|substance that stimulates production of antibodies
9324|aggression|aggression|noun|agresión|-|C1|act of initiating hostilities or invasion
9336|sidewalk|sidewalk|noun|acera|andén;banqueta;escarpa|C1|paved footpath
9337|shady|shady|adj|umbroso|-|C1|abounding in shades
9339|resolution|resolution|noun|resolución|-|C1|-
9344|scenery|scenery|noun|decorado|-|C1|-
9347|wink|wink|verb|guiñar|picar el ojo|C1|-
9348|initially|initially|adv|inicialmente|-|C1|at the beginning
9349|assessment|assessment|noun|evaluación|valoración|C1|appraisal
9350|shredder|shredder|noun|trituradora|desfibradora;ralladora|C1|machine that tears up objects into smaller pieces
9355|rainy|rainy|adj|lluvioso|pluvioso|C1|abounding with rain
9356|amendment|amendment|noun|enmienda|-|C1|that which is added
9359|blackout|blackout|noun|apagón|-|C1|A large-scale power failure
9360|leash|leash|noun|correa|-|C1|long cord for dogs
9366|raft|raft|noun|balsa|-|C1|flat, floating structure
9367|pharaoh|pharaoh|noun|faraón|-|C1|supreme ruler of ancient Egypt
9375|contagious|contagious|adj|contagioso|-|C1|-
9378|frequently|frequently|adv|frecuentemente|-|C1|at frequent intervals
9383|basil|basil|noun|albahaca|-|C1|plant
9390|cocoa|cocoa|noun|cacao en polvo|-|C1|powder
9391|perception|perception|noun|percepción|-|C1|-
9395|dense|dense|adj|compacto|macizo|C1|compact; crowded together
9397|pending|pending|adj|esperando|-|C1|awaiting a conclusion or a confirmation
9398|nod|nod|verb|cabecear|-|C1|gradually fall asleep
9399|crunch|crunch|verb|ronzar|crujir|C1|to crush something with a noisy crackling sound
9401|nervously|nervously|adv|nerviosamente|-|C1|in a nervous manner
9402|caribbean|caribbean|adj|caribe|caribeño|C1|-
9403|bouquet|bouquet|noun|ramo|ramita|C1|bunch of flowers
9407|philosopher|philosopher|noun|filósofo|filósofa|C1|person devoted to studying philosophy
9408|bulb|bulb|noun|cormo|-|C1|rounded solid object
9409|sinner|sinner|noun|pecador|pecadora|C1|person who has sinned
9411|editing|editing|noun|montaje|-|C1|an act or instance of something being edited
9412|veteran|veteran|noun|veterano|-|C1|old soldier
9413|drip|drip|noun|aburro|-|C1|a boring or otherwise uninteresting person
9416|gale|gale|noun|ventolera|-|C1|meteorology: a very strong wind
9417|flint|flint|noun|pedernal|sílex|C1|hard fine-grained quartz which generates sparks when struck
9418|nova|nova|noun|nova|-|C1|sudden brightening of a star
9424|chalk|chalk|noun|tiza|gis|C1|-
9426|manuscript|manuscript|noun|manuscrito|-|C1|-
9435|unaware|unaware|adj|inconsciente|desprevenido|C1|not aware or informed
9436|loot|loot|noun|botín|-|C1|the proceeds of theft, robbery etc., swag, contraband
9437|perish|perish|verb|perecer|-|C1|die
9439|clone|clone|noun|clon|-|C1|-
9441|hangover|hangover|noun|resaca|caña;chaqui;chuchaqui|C1|illness caused by heavy drinking
9442|flatter|flatter|verb|adular|halagar|C1|to compliment someone
9444|weasel|weasel|noun|comadreja|mostela|C1|-
9446|israeli|israeli|adj|israelí|-|C1|-
9448|lace|lace|noun|cordón|agujeta;cabete;cinta|C1|cord for fastening a shoe or garment
9454|undress|undress|verb|desvestirse|desnudarse|C1|-
9455|dolphin|dolphin|noun|delfín|-|C1|aquatic mammal
9457|depart|depart|verb|irse|-|C1|to leave
9458|monument|monument|noun|monumento|-|C1|a structure built for commemorative or symbolic reasons
9462|pow|pow|interj|zas|-|C1|sound of a violent impact
9463|invade|invade|verb|invadir|-|C1|to enter by force in order to conquer
9465|hazel|hazel|noun|avellana|-|C1|nut
9468|tart|tart|noun|tarta|tartaleta|C1|pie, pastry
9471|sinister|sinister|adj|siniestro|izquierdo|C1|heraldic "left"
9475|assemble|assemble|verb|reunir|juntar|C1|to gather as a group
9476|shortcut|shortcut|noun|atajo|-|C1|path
9477|transformation|transformation|noun|transformación|-|C1|act of transforming
9479|generosity|generosity|noun|generosidad|-|C1|-
9480|amusement|amusement|noun|diversión|-|C1|an activity that is entertaining or amusing
9488|gamma|gamma|noun|gamma|-|C1|-
9494|lantern|lantern|noun|farol|-|C1|-
9495|combine|combine|verb|unir|juntar|C1|-
9499|limp|limp|adj|flácido|-|C1|Flaccid; flabby
9501|matrix|matrix|noun|matriz|-|C1|-
9504|evacuation|evacuation|noun|evacuación|-|C1|act of emptying
9506|incompetent|incompetent|adj|incompetente|-|C1|unskilled, lacking normally expected degree of ability
9507|closure|closure|noun|cierre|-|C1|device
9508|descent|descent|noun|descenso|-|C1|drop to a lower status or condition
9509|parachute|parachute|noun|paracaídas|-|C1|-
9513|excessive|excessive|adj|excesivo|-|C1|exceeding the bounds of something
9515|hump|hump|noun|joroba|corcova|C1|deformity of the human back
9516|fuzzy|fuzzy|adj|impreciso|-|C1|Vague or imprecise
9517|tad|tad|noun|tanto|-|C1|a little bit
9519|pageant|pageant|noun|muestra|-|C1|public display
9522|wildlife|wildlife|noun|vida silvestre|-|C1|animals living in their natural environment
9527|swelling|swelling|noun|hinchazón|-|C1|-
9534|christianity|christianity|noun|cristianismo|-|C1|monotheistic religion
9535|hazard|hazard|noun|riesgo|-|C1|chance
9539|slug|slug|noun|babosa|limaco|C1|gastropod
9540|frustration|frustration|noun|frustración|-|C1|-
9542|deception|deception|noun|engaño|-|C1|Gerund form of
9546|comforting|comforting|adj|consolador|reconfortante|C1|giving comfort
9554|significance|significance|noun|significado|-|C1|extent to which something matters
9555|drummer|drummer|noun|batería|baterista|C1|one who plays the drums
9556|specimen|specimen|noun|ejemplar|-|C1|sample
9557|voodoo|voodoo|noun|vudú|-|C1|Afro-Caribbean religion
9559|misunderstand|misunderstand|verb|entender mal|-|C1|-
9560|asthma|asthma|noun|asma|-|C1|chronic respiratory disease
9562|hypocrite|hypocrite|noun|hipócrita|-|C1|person practising hypocrisy
9564|advocate|advocate|noun|abogado|abogada|C1|person who argues the case of another
9565|cutie|cutie|noun|guapo|guapa;cariño;tesoro|C1|-
9568|radioactive|radioactive|adj|radiactivo|-|C1|exhibiting radioactivity
9571|apprentice|apprentice|noun|aprendiz|-|C1|trainee, especially in a skilled trade
9574|siege|siege|noun|sitio|asedio|C1|military blockade of settlement
9575|cobra|cobra|noun|cobra|-|C1|venomous snake
9577|harbour|harbour|noun|puerto|-|C1|for ships
9578|illegally|illegally|adv|ilegalmente|-|C1|in a manner contrary to the law
9579|rattle|rattle|noun|sonajero|sonaja|C1|a baby's toy
9581|noodle|noodle|noun|tallarín|fideo|C1|string or strip of pasta
9584|declaration|declaration|noun|declaración|-|C1|act or process of declaring
9585|virtual|virtual|adj|virtual|-|C1|in effect; not fact
9586|intuition|intuition|noun|intuición|-|C1|immediate cognition without the use of rational processes
9589|scales|scales|noun|báscula|balanza|C1|device for weighing goods for sale
9592|bypass|bypass|noun|derivación|-|C1|-
9593|pneumonia|pneumonia|noun|pulmonía|neumonía|C1|inflammation of the lungs
9594|manly|manly|adj|varonil|-|C1|having the characteristics of a man
9597|groan|groan|noun|gemido|-|C1|sound
9598|dungeon|dungeon|noun|mazmorra|calabozo|C1|underground prison or vault
9599|chaps|chaps|noun|zahones|-|C1|Protective leather leggings attached at the waist
9601|consequence|consequence|noun|consecuencia|-|C1|a result of actions
9602|intercept|intercept|verb|interceptar|interrumpir|C1|to gain possession of
9603|badass|badass|adj|malvado|atrevido;riesgoso;adventurero|C1|-
9607|substantial|substantial|adj|substancial|-|C1|-
9608|brag|brag|verb|fanfarronear|presumir;jactarse|C1|to boast
9609|pitcher|pitcher|noun|jarra|-|C1|A wide-mouthed, deep vessel for holding liquids
9612|courtyard|courtyard|noun|patio|-|C1|unroofed walled area
9614|spontaneous|spontaneous|adj|espontáneo|-|C1|-
9616|restroom|restroom|noun|servicio|baño|C1|public room containing a toilet
9617|peep|peep|noun|susurro|-|C1|feeble utterance or complaint
9619|ache|ache|noun|dolor|-|C1|dull pain
9621|emerge|emerge|verb|aflorar|-|C1|-
9622|gambler|gambler|noun|jugador|tahúr|C1|-
9626|insecure|insecure|adj|inseguro|-|C1|not comfortable in certain situations
9627|attendant|attendant|adj|concomitante|inherente|C1|associated; concomitant
9628|sympathetic|sympathetic|adj|compasivo|comprensivo;amable|C1|of, related to, showing, or characterized by sympathy
9630|heroine|heroine|noun|heroína|-|C1|female hero
9633|plumbing|plumbing|noun|cañería|-|C1|-
9636|crude|crude|adj|crudo|rudimentario|C1|-
9637|dictionary|dictionary|noun|diccionario|-|C1|-
9641|oppose|oppose|verb|oponer|-|C1|-
9643|mineral|mineral|noun|mineral|-|C1|in geology
9644|collateral|collateral|noun|aval|-|C1|-
9646|venom|venom|noun|malicia|-|C1|-
9648|relay|relay|noun|relevos|-|C1|athletics discipline
9649|bamboo|bamboo|noun|bambú|-|C1|plant
9650|particle|particle|noun|partícula|-|C1|-
9660|hebrew|hebrew|adj|hebreo|-|C1|pertaining to the people
9661|electronics|electronics|noun|electrónica|-|C1|-
9662|octopus|octopus|noun|pulpo|-|C1|mollusc
9663|meaningful|meaningful|adj|significativo|con sentido;con sentimiento|C1|having meaning, significant
9664|stranded|stranded|adj|trenzado|-|C1|-
9666|dowry|dowry|noun|dote|-|C1|property or payment given at time of marriage
9668|collision|collision|noun|colisión|-|C1|instance of colliding
9671|hungarian|hungarian|adj|húngaro|-|C1|of, from Hungary
9672|faculty|faculty|noun|facultad|-|C1|ability, skill, or power
9673|operative|operative|adj|operatorio|-|C1|effectual
9678|ounce|ounce|noun|onza|-|C1|28.3495 g
9679|mediterranean|mediterranean|adj|mediterráneo|-|C1|-
9682|console|console|verb|consolar|-|C1|to comfort
9684|drawers|drawers|noun|cajones|-|C1|-
9685|caravan|caravan|noun|caravana|-|C1|-
9686|spinal|spinal|adj|espinal|vertebral|C1|related to the spine
9687|bummer|bummer|interj|decepción|fiasco;fracaso;vergüenza|C1|a disappointment, a pity, a shame
9688|crippled|crippled|adj|cojo|-|C1|having a physical impediment
9694|queue|queue|noun|coleta|-|C1|hairstyle
9699|countdown|countdown|noun|cuenta atrás|cuenta regresiva|C1|-
9704|quarterback|quarterback|verb|mariscal|-|C1|-
9707|willingly|willingly|adv|de buena gana|-|C1|of one’s own free will
9709|speculation|speculation|noun|especulación|-|C1|-
9712|cheeky|cheeky|adj|burlón|-|C1|impudent; impertinent
9715|cruelty|cruelty|noun|crueldad|-|C1|cruel act
9716|external|external|adj|externo|-|C1|outside of something
9718|quarantine|quarantine|noun|cuarentena|-|C1|-
9723|spelling|spelling|noun|ortografía|-|C1|-
9726|taliban|taliban|noun|talibán|-|C1|militia
9727|tablet|tablet|noun|placa|-|C1|slab of rock
9728|founder|founder|verb|fracasar|zozobrar|C1|to fail
9730|squash|squash|noun|zapallo|-|C1|plant and its fruit of the genus Cucurbita
9734|tuition|tuition|noun|enseñanza|clases|C1|-
9735|tame|tame|adj|domesticado|manso|C1|not wild
9736|occasional|occasional|adj|ocasional|-|C1|limited to certain occasions; not very often
9738|clinical|clinical|adj|clínico|-|C1|-
9739|serpent|serpent|noun|serpentón|-|C1|musical instrument
9744|prop|prop|noun|apoyo|-|C1|-
9746|mend|mend|verb|remendar|-|C1|to repair
9748|separately|separately|adv|separadamente|-|C1|in a separate manner
9752|legion|legion|noun|legión|-|C1|-
9756|tread|tread|verb|pisar|-|C1|to step on
9759|exploit|exploit|noun|hazaña|proeza|C1|heroic or extraordinary deed
9762|scorpion|scorpion|noun|escorpión|alacrán|C1|any of various arachnids of the order Scorpiones
9765|opium|opium|noun|opio|-|C1|-
9766|athletic|athletic|adj|atlético|-|C1|having to do with athletes
9768|jumper|jumper|noun|chaleco|-|C1|woolen sweater or pullover
9772|seminar|seminar|noun|seminario|-|C1|meeting held for the exchange of useful information
9774|commence|commence|verb|comenzar|-|C1|To begin, start
9778|neglected|neglected|adj|descuidado|abandonado|C1|suffering from neglect
9779|tavern|tavern|noun|taberna|-|C1|bar
9780|worthwhile|worthwhile|adj|de valor|-|C1|-
9783|caviar|caviar|noun|caviar|-|C1|-
9786|evaluation|evaluation|noun|evaluación|-|C1|An assessment
9791|precision|precision|noun|precisión|-|C1|the state of being precise or exact; exactness
9792|cube|cube|noun|cubo|-|C1|arithmetic: number raised to the third power
9793|revelation|revelation|noun|revelación|-|C1|The act of revealing or disclosing
9794|titanic|titanic|adj|titánico|-|C1|-
9800|tenant|tenant|noun|inquilino|-|C1|-
9801|riches|riches|noun|riqueza|-|C1|money, goods, wealth, treasure
9802|diabetes|diabetes|noun|diabetes|-|C1|A group of metabolic diseases
9803|alternate|alternate|adj|alterno|-|C1|being or succeeding by turns
9804|diversion|diversion|noun|distracción|-|C1|act of diverting
9806|dedication|dedication|noun|dedicación|-|C1|note prefixed to a work of art
9807|wager|wager|noun|apuesta|-|C1|a stake; a pledge
9811|smelly|smelly|adj|maloliente|-|C1|having a bad smell
9813|trench|trench|noun|trinchera|-|C1|long, narrow ditch or hole
9814|cameraman|cameraman|noun|camarógrafo|camarógrafa;cámara|C1|somebody who operates a film or TV camera
9820|batter|batter|noun|batido|-|C1|-
9821|dye|dye|noun|tinte|tintura|C1|-
9822|abduction|abduction|noun|rapto|secuestro|C1|act of abducing or abducting
9823|prospect|prospect|verb|posibilidad|-|C1|to search as for gold
9828|manslaughter|manslaughter|noun|homicidio|-|C1|act of killing unlawfully, but not wilfully
9829|remedy|remedy|noun|remedio|-|C1|medicine, application, or treatment
9830|damp|damp|verb|humedecer|-|C1|-
9831|thigh|thigh|noun|muslo|-|C1|upper leg
9832|cologne|cologne|noun|agua de colonia|-|C1|-
9833|accusation|accusation|noun|acusación|-|C1|act of accusing or charging with a crime
9834|outsider|outsider|noun|lego|novato|C1|a newcomer
9835|serum|serum|noun|suero|-|C1|-
9838|oral|oral|adj|oral|-|C1|relating to the mouth
9840|woe|woe|noun|pena|-|C1|grief; sorrow; misery; heavy calamity
9843|alias|alias|noun|alias|seudónimo|C1|another name; an assumed name
9845|apron|apron|noun|delantal|mandil|C1|clothing
9847|vein|vein|noun|vena|-|C1|blood vessel
9850|dim|dim|adj|tenue|-|C1|not bright, not colourful
9851|steep|steep|noun|escarpadura|-|C1|escarpment
9855|cub|cub|noun|cachorro|-|C1|the young of certain animals
9857|eyewitness|eyewitness|noun|testigo ocular|-|C1|-
9858|flattering|flattering|adj|lisonjero|lisonjeador|C1|attractive or good-looking; that makes one look good
9859|overdose|overdose|noun|sobredosis|-|C1|excessive and dangerous dose of a drug
9864|automobile|automobile|noun|automóvil|carro;coche;auto|C1|passenger vehicle
9871|kidnapper|kidnapper|noun|secuestrador|raptor|C1|one who performs kidnap
9872|dispose|dispose|verb|deshacerse|-|C1|to get rid of something
9874|hash|hash|noun|chocolate|-|C1|clipped form of hashish
9877|hound|hound|noun|perro de caza|sabueso|C1|a dog
9881|cloak|cloak|noun|embozo|velo|C1|blanket-like covering, often metaphorical
9882|crabs|crabs|noun|ladilla|-|C1|slang: pubic lice
9883|pastry|pastry|noun|pastel|pastelería|C1|food group
9887|cheerleader|cheerleader|noun|porrista|-|C1|-
9891|macho|macho|adj|macho|-|C1|manly, tough
9895|accidental|accidental|adj|accidental|casual;imprevisto;fortuito|C1|happening by chance
9897|convey|convey|verb|transportar|trasladar|C1|to carry
9898|prototype|prototype|noun|prototipo|-|C1|-
9901|fling|fling|noun|aventura|-|C1|short sexual relationship
9905|cupcake|cupcake|noun|magdalena|ponqué;quequi;quequito|C1|small cake
9914|scrooge|scrooge|noun|tacaño|roñoso|C1|miserly, selfish person
9915|fingerprint|fingerprint|noun|huella digital|-|C1|-
9918|jockey|jockey|noun|jinete|yóquey;yoqui|C1|one who rides racehorses competitively
9919|mourn|mourn|verb|lamentar|estar de luto|C1|express sadness for, grieve over
9920|intercom|intercom|noun|intercomunicador|citófono|C1|an electronic communication system
9922|penthouse|penthouse|noun|ático|-|C1|-
9926|quack|quack|noun|charlatán|-|C1|charlatan
9928|gospel|gospel|noun|evangelio|-|C1|-
9929|presumably|presumably|adv|presumiblemente|probablemente;presuntamente|C1|able to be sensibly presumed
9933|assumption|assumption|noun|asunción|-|C1|-
9943|troll|troll|noun|trol|-|C1|-
9944|squid|squid|noun|calamar|-|C1|sea animal
9946|mushroom|mushroom|noun|hongo|seta|C1|fruiting body of a fungus
9947|freeway|freeway|noun|autopista|-|C1|road designed for safe high-speed motoring
9948|believer|believer|noun|creyente|-|C1|person who believes
9951|tornado|tornado|noun|tornado|-|C1|column of air
9952|cowardly|cowardly|adj|vil|ruin|C1|showing cowardice
9953|notch|notch|noun|talladura|entalladura|C1|indentation
9957|annoy|annoy|verb|molestar|agobiar|C1|to disturb or irritate
9958|loaf|loaf|noun|mollera|-|C1|head
9961|inconvenience|inconvenience|noun|inconveniencia|desconveniencia|C1|something inconvenient or bothering
9962|plum|plum|noun|ciruela|-|C1|the fruit
9963|solicitor|solicitor|noun|abogado|notario|C1|-
9964|amnesia|amnesia|noun|amnesia|-|C1|loss of memory
9966|distinct|distinct|adj|distinto|-|C1|-
9968|arson|arson|noun|incendio provocado|incendio premeditado|C1|crime of setting a fire
9970|furthermore|furthermore|adv|más|es más;además|C1|-
9971|quarry|quarry|noun|cantera|-|C1|site for mining stone
9978|circulation|circulation|noun|circulación|-|C1|Currency; circulating coin; notes, bills, etc.
9979|socialist|socialist|adj|socialista|-|C1|of, promoting, practicing, or characteristic of socialism
9981|dryer|dryer|noun|secadora|-|C1|household appliance for drying clothing
